Number of job, number of machines 
20			10
 Processing times: 
74	70	9	4	19	28	51	83	31	61	94	44	77	117	66	27	37	33	99	58	
28	15	6	61	34	76	64	68	54	98	81	41	70	24	42	123	88	15	49	94	
89	52	56	13	7	58	32	98	2	60	23	87	7	20	35	130	81	34	36	48	
60	68	28	58	102	63	29	25	79	75	19	48	56	101	77	217	15	2	104	65	
54	66	37	79	70	129	79	107	11	8	23	0	68	47	52	5	5	51	58	32	
77	11	71	77	57	53	65	74	72	36	53	20	54	86	6	56	79	74	24	3	
9	8	88	72	12	22	50	2	49	82	93	96	87	13	60	11	106	91	84	99	
50	18	22	28	95	51	69	18	6	90	88	94	57	59	91	4	38	18	4	80	
25	40	91	74	168	10	62	70	20	145	58	74	84	64	84	94	83	1	96	86	
50	46	8	14	95	79	6	145	76	26	42	66	58	91	67	50	116	4	54	56	
