Number of job, number of machines 
20			10
 Processing times: 
49	70	9	4	19	7	40	83	31	61	93	44	64	117	104	27	37	39	99	58	
28	15	6	61	34	76	51	68	63	98	81	41	104	24	42	82	88	15	49	94	
89	74	56	13	7	58	32	98	2	60	23	87	7	20	26	130	81	34	36	48	
60	68	28	58	102	63	29	25	79	75	11	48	56	101	77	217	10	2	73	65	
54	66	37	79	70	129	79	107	11	8	34	0	68	47	52	5	5	51	58	32	
77	11	71	77	57	53	69	74	72	36	53	20	54	86	6	56	79	74	24	3	
26	8	43	72	12	22	50	2	58	82	110	90	87	13	60	50	106	91	30	99	
50	18	22	28	95	51	69	18	6	123	88	94	57	59	108	4	33	18	16	80	
18	36	91	74	168	10	62	70	20	145	58	26	84	64	84	94	83	12	96	86	
55	46	8	14	95	79	6	145	76	26	42	66	58	91	67	50	116	43	54	56	
