Number of job, number of machines 
20			10
 Processing times: 
49	55	9	4	19	7	40	83	31	20	93	44	64	117	104	27	37	41	99	58	
28	15	33	46	8	76	51	68	63	98	81	41	104	27	42	82	88	15	49	94	
67	74	56	13	7	78	32	88	2	60	23	87	7	20	26	130	104	25	81	48	
60	68	13	58	102	63	29	25	79	75	11	48	56	101	77	217	38	2	101	65	
54	66	37	79	70	129	79	107	11	8	11	0	68	47	52	39	5	51	58	32	
77	11	71	77	57	53	69	132	72	36	53	20	88	89	6	56	79	74	24	3	
26	8	43	72	12	22	50	44	58	82	110	55	87	36	60	50	106	91	30	99	
50	18	22	45	95	51	69	18	6	123	88	90	57	59	108	4	33	18	16	80	
19	36	91	74	168	10	62	103	20	145	28	26	84	64	83	132	83	12	90	86	
55	46	37	26	126	79	6	145	76	49	42	53	58	114	67	50	116	43	54	56	
