Number of job, number of machines 
20			10
 Processing times: 
74	21	58	4	19	28	69	83	31	61	94	44	90	117	66	6	37	22	99	58	
28	3	27	61	34	76	64	87	54	98	76	41	70	43	42	145	88	15	49	72	
89	52	56	13	7	58	32	98	46	60	23	87	7	40	26	85	7	34	36	48	
60	88	1	58	76	63	29	18	79	26	19	48	95	78	77	144	24	10	104	55	
54	66	12	57	70	82	79	107	16	41	23	0	68	58	52	5	5	51	58	31	
92	11	82	77	57	53	65	77	74	36	53	20	54	86	40	56	79	74	24	3	
9	8	88	72	12	22	50	2	49	82	93	96	84	13	60	11	106	91	84	96	
4	18	25	28	95	51	84	18	6	90	69	61	57	47	75	4	38	28	4	80	
25	40	91	74	158	10	62	70	76	99	58	83	84	64	74	14	18	48	96	86	
50	46	8	14	95	79	9	91	76	26	42	66	70	91	67	50	116	4	71	62	
